store name,proxy file,browsers,visitors,products,minimum sale,maximum sale,hours
doublechin123,proxies1.txt,17,3600,https://doublechin123.myshopify.com/products/appareil-de-massage-facial-therapie-a-photons-led-amincissant-vibration-dispositif-de-lifting-du-visage-double-menton-joue-en-forme-de-v-reglage-a-trois-vitesses,3,5,24
